,TrainA,TrainB,TrainC,TrainHC
10172,7,2,12,-1
10173,12,3,3,-1
10174,13,14,13,-1
10175,8,11,7,6
10176,11,14,6,-1
10177,9,2,9,-1
10178,5,6,5,-1
10179,13,12,4,-1
10180,11,13,14,-1
10181,4,1,9,-1
10182,8,2,2,8
10183,9,12,10,-1
10184,6,6,7,-1
10185,2,0,7,-1
10186,9,9,11,-1
10187,14,9,7,-1
10188,2,2,6,-1
10189,9,7,13,8
10190,14,5,14,-1
10191,14,14,13,-1
10192,12,5,2,-1
10193,10,8,1,-1
10194,3,1,9,-1
10195,3,12,6,-1
10196,8,10,10,8
10197,3,12,14,-1
10198,5,4,11,-1
10199,9,14,9,-1
10200,13,3,4,-1
10201,10,11,0,-1
10202,14,14,8,-1
10203,0,10,11,8
10204,13,4,2,-1
10205,6,1,9,-1
10206,5,12,6,-1
10207,11,11,5,-1
10208,5,6,9,-1
10209,5,3,14,-1
10210,10,4,7,7
10211,2,1,5,-1
10212,6,0,1,-1
10213,4,13,5,-1
10214,9,14,3,-1
10215,14,13,12,-1
10216,5,10,6,-1
10217,0,7,10,8
10218,3,1,14,-1
10219,8,0,5,-1
10220,9,0,8,-1
10221,12,11,10,-1
10222,0,8,5,-1
10223,5,2,4,-1
10224,3,9,13,9
10225,8,13,13,-1
10226,13,2,0,-1
10227,11,9,6,-1
10228,1,6,14,-1
10229,4,6,13,-1
10230,7,0,4,-1
10231,5,2,5,8
10232,8,8,13,-1
10233,10,6,2,-1
10234,11,9,13,-1
10235,4,0,6,-1
10236,14,4,4,-1
10237,9,7,3,-1
10238,12,1,3,7
10239,5,0,11,-1
10240,14,8,1,-1
10241,10,12,11,-1
10242,0,8,0,-1
10243,8,10,2,-1
10244,10,5,13,-1
10245,11,1,11,6
10246,9,1,12,-1
10247,14,8,5,-1
10248,10,1,4,-1
10249,12,14,6,-1
10250,0,7,10,-1
10251,6,5,12,-1
10252,11,1,1,6
10253,10,11,4,-1
10254,8,7,2,-1
10255,4,0,14,-1
10256,1,9,14,-1
10257,10,4,0,-1
10258,5,3,8,-1
10259,0,11,0,6
10260,10,12,12,-1
10261,7,4,5,-1
10262,3,0,11,-1
10263,9,1,12,-1
10264,6,11,2,-1
10265,11,7,0,-1
10266,9,10,3,8
10267,7,5,14,-1
10268,9,1,5,-1
10269,12,13,4,-1
10270,3,3,12,-1
10271,6,8,14,-1
10272,14,7,4,-1
10273,0,3,9,7
10274,14,4,10,-1
10275,0,0,2,-1
10276,12,2,1,-1
10277,0,5,1,-1
10278,4,3,4,-1
10279,4,14,7,-1
10280,6,2,6,9
10281,5,7,8,-1
10282,11,5,4,-1
10283,4,10,5,-1
10284,13,2,2,-1
10285,5,6,3,-1
10286,0,8,5,-1
10287,5,10,7,8
10288,10,3,8,-1
10289,10,3,14,-1
10290,2,0,7,-1
10291,13,5,1,-1
10292,9,14,1,-1
10293,3,8,10,-1
10294,5,10,4,7
10295,5,11,8,-1
10296,4,14,12,-1
10297,6,7,10,-1
10298,13,4,9,-1
10299,10,3,5,-1
10300,10,8,9,-1
10301,4,8,8,9
10302,13,7,10,-1
10303,7,1,5,-1
10304,8,11,1,-1
10305,8,2,9,-1
10306,7,14,13,-1
10307,9,11,3,-1
10308,2,0,12,8
10309,4,9,7,-1
10310,12,13,14,-1
10311,0,10,11,-1
10312,12,0,7,-1
10313,9,4,10,-1
10314,5,4,5,-1
10315,13,11,7,7
10316,12,8,14,-1
10317,10,14,6,-1
10318,2,12,10,-1
10319,7,0,2,-1
10320,8,3,7,-1
10321,12,8,1,-1
10322,3,5,3,7
10323,10,1,2,-1
10324,8,11,7,-1
10325,14,4,1,-1
10326,8,1,11,-1
10327,14,7,6,-1
10328,5,11,3,-1
10329,1,0,0,8
10330,7,14,14,-1
10331,13,8,3,-1
10332,14,14,4,-1
10333,6,2,7,-1
10334,14,5,9,-1
10335,12,10,10,-1
10336,10,8,5,9
10337,3,4,4,-1
10338,5,12,6,-1
10339,11,6,7,-1
10340,8,5,10,-1
10341,9,1,3,-1
10342,14,3,13,-1
10343,0,2,7,8
10344,3,14,11,-1
10345,4,11,10,-1
10346,8,8,12,-1
10347,1,11,3,-1
10348,1,1,12,-1
10349,4,0,6,-1
10350,0,13,14,7
10351,6,4,10,-1
10352,9,0,1,-1
10353,5,6,10,-1
10354,2,2,4,-1
10355,1,4,3,-1
10356,7,1,1,-1
10357,2,7,9,8
10358,12,2,13,-1
10359,13,13,3,-1
10360,1,12,4,-1
10361,12,8,8,-1
10362,9,4,6,-1
10363,11,4,2,-1
10364,3,1,0,8
10365,14,4,11,-1
10366,2,11,12,-1
10367,13,6,5,-1
10368,1,5,11,-1
10369,12,12,5,-1
10370,3,8,4,-1
10371,12,14,10,7
10372,4,0,5,-1
10373,6,3,4,-1
10374,2,14,14,-1
10375,9,8,9,-1
10376,9,4,4,-1
10377,13,0,4,-1
10378,5,7,12,9
10379,14,10,10,-1
10380,8,6,6,-1
10381,7,4,1,-1
10382,2,2,14,-1
10383,14,0,2,-1
10384,4,9,11,-1
10385,12,3,14,9
10386,2,11,11,-1
10387,4,3,4,-1
10388,14,7,9,-1
10389,10,13,13,-1
10390,3,14,10,-1
10391,10,14,13,-1
10392,1,6,13,8
10393,5,13,10,-1
10394,9,10,11,-1
10395,1,6,9,-1
10396,8,11,3,-1
10397,13,13,8,-1
10398,12,13,11,-1
10399,4,6,6,6
10400,9,6,3,-1
10401,13,14,6,-1
10402,3,3,3,-1
10403,1,7,3,-1
10404,0,12,10,-1
10405,4,14,0,-1
10406,12,10,14,9
10407,9,3,9,-1
10408,1,14,14,-1
10409,3,14,10,-1
10410,2,1,10,-1
10411,9,6,2,-1
10412,9,13,7,-1
10413,3,14,12,9
10414,1,8,9,-1
10415,13,12,12,-1
10416,0,7,7,-1
10417,8,11,6,-1
10418,8,1,13,-1
10419,9,14,8,-1
10420,4,9,3,8
10421,0,12,1,-1
10422,5,14,8,-1
10423,8,3,7,-1
10424,8,6,8,-1
10425,6,13,12,-1
10426,3,13,3,-1
10427,0,10,4,9
10428,6,14,8,-1
10429,5,2,7,-1
10430,11,5,11,-1
10431,6,3,4,-1
10432,4,13,2,-1
10433,6,5,1,-1
10434,7,1,9,9
10435,5,3,11,-1
10436,7,7,7,-1
10437,10,5,2,-1
10438,8,12,9,-1
10439,2,6,7,-1
10440,5,10,1,-1
10441,11,14,10,6
10442,13,12,12,-1
10443,1,7,0,-1
10444,5,3,14,-1
10445,7,6,5,-1
10446,6,13,3,-1
10447,9,14,5,-1
10448,8,2,0,7
10449,4,10,2,-1
10450,13,10,14,-1
10451,8,12,13,-1
10452,8,2,3,-1
10453,4,10,7,-1
10454,13,4,8,-1
10455,14,10,5,8
10456,7,1,2,-1
10457,11,3,13,-1
10458,2,8,8,-1
10459,9,13,14,-1
10460,3,12,14,-1
10461,7,5,14,-1
10462,0,1,10,8
10463,2,12,0,-1
10464,2,8,5,-1
10465,11,13,1,-1
10466,8,11,0,-1
10467,12,1,8,-1
10468,12,8,12,-1
10469,1,2,8,8
10470,6,8,8,-1
10471,6,0,9,-1
10472,0,6,11,-1
10473,2,0,10,-1
10474,6,9,6,-1
10475,4,6,0,-1
10476,9,3,10,6
10477,8,6,14,-1
10478,7,3,1,-1
10479,6,2,1,-1
10480,5,2,2,-1
10481,3,3,1,-1
10482,6,12,2,-1
10483,8,3,1,6
10484,6,0,1,-1
10485,10,14,12,-1
10486,4,14,3,-1
10487,10,6,1,-1
10488,14,5,13,-1
10489,12,5,5,-1
10490,0,11,6,7
10491,13,4,1,-1
10492,13,4,5,-1
10493,13,12,3,-1
10494,6,11,12,-1
10495,8,12,3,-1
10496,5,3,1,-1
10497,13,13,2,8
10498,3,8,14,-1
10499,7,10,5,-1
10500,12,10,8,-1
10501,9,7,8,-1
10502,10,14,6,-1
10503,11,9,0,-1
10504,7,5,13,8
10505,10,7,12,-1
10506,2,4,13,-1
10507,8,14,2,-1
10508,13,6,0,-1
10509,7,4,3,-1
10510,1,3,13,-1
10511,10,6,9,6
10512,7,12,0,-1
10513,12,9,2,-1
10514,10,6,1,-1
10515,11,13,12,-1
10516,8,9,7,-1
10517,10,4,4,-1
10518,8,8,13,7
10519,9,2,6,-1
10520,4,9,8,-1
10521,8,7,11,-1
10522,11,8,4,-1
10523,6,14,3,-1
10524,9,13,6,-1
10525,10,5,8,9
10526,4,2,2,-1
10527,4,8,4,-1
10528,4,10,4,-1
10529,6,5,11,-1
10530,10,13,13,-1
10531,8,9,13,-1
10532,13,1,0,7
10533,2,1,3,-1
10534,7,10,9,-1
10535,8,2,7,-1
10536,9,12,0,-1
10537,6,6,2,-1
10538,7,11,5,-1
10539,10,6,1,6
10540,12,3,13,-1
10541,4,13,13,-1
10542,2,14,3,-1
10543,11,6,3,-1
10544,11,11,3,-1
10545,4,4,13,-1
10546,11,14,5,6
10547,14,5,9,-1
10548,2,9,13,-1
10549,11,9,13,-1
10550,2,8,9,-1
10551,8,2,7,-1
10552,13,0,7,-1
10553,7,14,0,8
10554,6,2,12,-1
10555,4,4,2,-1
10556,13,2,4,-1
10557,13,1,3,-1
10558,7,14,8,-1
10559,1,8,8,-1
10560,9,11,9,7
10561,11,2,13,-1
10562,7,11,14,-1
10563,10,2,9,-1
10564,13,13,3,-1
10565,5,10,12,-1
10566,13,12,13,-1
10567,0,0,7,6
10568,6,0,9,-1
10569,2,9,12,-1
10570,5,11,0,-1
10571,12,12,4,-1
10572,9,7,2,-1
10573,12,13,0,-1
10574,5,13,9,8
10575,2,10,11,-1
10576,6,1,14,-1
10577,10,5,1,-1
10578,10,11,14,-1
10579,0,14,8,-1
10580,3,5,14,-1
10581,10,6,7,9
10582,0,0,8,-1
10583,4,13,2,-1
10584,9,6,6,-1
10585,4,0,2,-1
10586,3,2,0,-1
10587,9,13,7,-1
10588,12,14,14,9
10589,14,8,9,-1
10590,10,12,7,-1
10591,14,13,3,-1
10592,3,13,10,-1
10593,9,2,10,-1
10594,6,14,12,-1
10595,3,4,3,8
10596,3,0,12,-1
10597,1,11,9,-1
10598,10,14,3,-1
10599,6,7,4,-1
10600,3,9,2,-1
10601,8,0,1,-1
10602,10,7,1,7
10603,6,4,7,-1
10604,13,9,2,-1
10605,9,2,4,-1
10606,0,7,4,-1
10607,9,11,0,-1
10608,2,3,3,-1
10609,2,9,14,9
10610,5,5,1,-1
10611,5,14,0,-1
10612,11,9,4,-1
10613,14,14,1,-1
10614,3,0,14,-1
10615,4,8,13,-1
10616,1,11,1,8
10617,2,7,6,-1
10618,14,8,8,-1
10619,1,6,9,-1
10620,8,13,0,-1
10621,8,8,5,-1
10622,13,0,0,-1
10623,14,2,6,6
10624,3,9,14,-1
10625,7,3,13,-1
10626,10,14,5,-1
10627,9,0,3,-1
10628,7,13,9,-1
10629,13,6,8,-1
10630,9,9,0,9
10631,6,2,12,-1
10632,5,2,3,-1
10633,8,9,7,-1
10634,5,9,3,-1
10635,11,3,1,-1
10636,7,10,13,-1
10637,9,3,10,8
10638,2,6,6,-1
10639,2,7,12,-1
10640,9,13,6,-1
10641,8,9,7,-1
10642,4,13,1,-1
10643,14,10,1,-1
10644,4,8,13,8
10645,10,3,4,-1
10646,12,14,1,-1
10647,12,12,13,-1
10648,2,6,7,-1
10649,13,14,9,-1
10650,6,1,5,-1
10651,10,10,3,6
10652,3,12,13,-1
10653,4,9,9,-1
10654,5,9,3,-1
10655,8,7,7,-1
10656,4,1,6,-1
10657,6,7,14,-1
10658,0,14,7,6
10659,3,11,8,-1
10660,2,8,6,-1
10661,4,14,2,-1
10662,8,0,4,-1
10663,14,5,8,-1
10664,7,10,1,-1
10665,14,3,10,6
10666,7,14,11,-1
10667,6,13,2,-1
10668,7,11,13,-1
10669,2,0,4,-1
10670,10,1,0,-1
10671,2,13,4,-1
10672,14,12,13,7
10673,6,8,5,-1
10674,4,12,4,-1
10675,11,7,1,-1
10676,1,4,2,-1
10677,6,9,9,-1
10678,13,14,7,-1
10679,4,3,1,7
10680,7,11,0,-1
10681,5,1,4,-1
10682,12,0,0,-1
10683,0,13,5,-1
10684,7,9,11,-1
10685,1,9,11,-1
10686,0,8,7,7
10687,13,8,11,-1
10688,2,4,14,-1
10689,10,11,6,-1
10690,4,5,4,-1
10691,0,6,11,-1
10692,3,3,1,-1
10693,8,1,6,9
10694,3,4,10,-1
10695,2,4,12,-1
10696,10,5,7,-1
10697,8,1,1,-1
10698,9,0,9,-1
10699,7,14,5,-1
10700,3,0,6,7
10701,7,10,1,-1
10702,6,0,4,-1
10703,7,5,0,-1
10704,7,14,7,-1
10705,4,6,1,-1
10706,11,3,9,-1
10707,6,4,6,9
10708,5,2,1,-1
10709,1,6,5,-1
10710,9,11,7,-1
10711,13,14,7,-1
10712,13,1,0,-1
10713,13,7,1,-1
10714,3,9,12,8
10715,5,13,13,-1
10716,5,6,9,-1
10717,10,12,12,-1
10718,0,14,3,-1
10719,7,4,5,-1
10720,9,0,4,-1
10721,0,8,5,6
10722,5,0,0,-1
10723,14,4,7,-1
10724,13,6,2,-1
10725,6,7,5,-1
10726,14,0,7,-1
10727,9,5,11,-1
10728,10,7,9,9
10729,11,2,6,-1
10730,10,10,2,-1
10731,3,12,4,-1
10732,13,9,9,-1
10733,0,4,12,-1
10734,3,6,12,-1
10735,12,4,14,9
10736,4,14,6,-1
10737,10,0,4,-1
10738,13,7,9,-1
10739,7,4,6,-1
10740,3,5,1,-1
10741,12,13,5,-1
10742,8,12,0,7
10743,3,0,4,-1
10744,6,0,5,-1
10745,7,7,3,-1
10746,0,11,1,-1
10747,14,7,6,-1
10748,1,12,3,-1
10749,2,10,14,7
10750,11,8,10,-1
10751,8,4,6,-1
10752,12,4,13,-1
10753,3,0,10,-1
10754,12,10,12,-1
10755,12,10,5,-1
10756,7,9,9,7
10757,10,9,5,-1
10758,7,8,2,-1
10759,7,11,5,-1
10760,14,6,11,-1
10761,5,4,6,-1
10762,12,4,6,-1
10763,2,2,11,8
10764,7,2,4,-1
10765,8,14,7,-1
10766,0,8,9,-1
10767,14,3,3,-1
10768,13,2,10,-1
10769,8,11,4,-1
10770,9,3,0,6
10771,12,4,2,-1
10772,8,3,12,-1
10773,6,3,10,-1
10774,8,14,6,-1
10775,6,6,9,-1
10776,1,14,14,-1
10777,3,1,0,7
10778,9,4,13,-1
10779,11,10,4,-1
10780,1,13,0,-1
10781,14,1,13,-1
10782,1,0,1,-1
10783,7,9,9,-1
10784,9,13,12,6
10785,3,10,14,-1
10786,8,0,9,-1
10787,1,0,10,-1
10788,1,1,14,-1
10789,12,8,10,-1
10790,14,6,7,-1
10791,12,7,14,7
10792,8,9,14,-1
10793,0,7,13,-1
10794,7,7,5,-1
10795,0,5,5,-1
10796,0,0,12,-1
10797,9,1,10,-1
10798,6,2,3,6
10799,10,1,14,-1
10800,5,14,9,-1
10801,0,5,11,-1
10802,14,3,3,-1
10803,10,5,11,-1
10804,13,11,2,-1
10805,12,11,12,8
10806,0,13,10,-1
10807,9,11,8,-1
10808,9,1,12,-1
10809,10,6,1,-1
10810,0,0,0,-1
10811,6,5,9,-1
10812,3,14,8,9
10813,11,12,13,-1
10814,6,8,11,-1
10815,3,5,5,-1
10816,10,8,10,-1
10817,4,9,10,-1
10818,2,1,14,-1
10819,10,13,6,9
10820,2,8,9,-1
10821,12,0,3,-1
10822,1,11,11,-1
10823,4,10,10,-1
10824,12,7,9,-1
10825,4,0,5,-1
10826,4,13,4,8
10827,1,1,13,-1
10828,1,12,4,-1
10829,8,3,4,-1
10830,12,14,8,-1
10831,2,4,4,-1
10832,7,9,3,-1
10833,0,14,0,6
10834,7,8,10,-1
10835,13,3,12,-1
10836,10,14,2,-1
10837,14,9,13,-1
10838,9,7,1,-1
10839,14,4,8,-1
10840,11,14,2,8
10841,9,14,0,-1
10842,3,7,10,-1
10843,12,5,3,-1
10844,0,12,13,-1
10845,0,10,8,-1
10846,2,8,2,-1
10847,4,11,5,7
10848,6,5,2,-1
10849,2,1,3,-1
10850,6,2,9,-1
10851,5,3,0,-1
10852,3,14,8,-1
10853,7,7,5,-1
10854,0,14,4,6
10855,0,10,10,-1
10856,13,0,2,-1
10857,11,9,6,-1
10858,14,7,0,-1
10859,5,11,13,-1
10860,10,9,3,-1
10861,8,10,14,9
10862,4,1,0,-1
10863,9,12,4,-1
10864,1,12,14,-1
10865,12,14,3,-1
10866,8,4,3,-1
10867,0,0,14,-1
10868,4,2,7,9
10869,12,3,0,-1
10870,13,2,4,-1
10871,9,10,11,-1
10872,8,10,7,-1
10873,2,13,9,-1
10874,11,4,3,-1
10875,13,12,10,8
10876,7,10,0,-1
10877,12,10,2,-1
10878,13,3,5,-1
10879,13,6,10,-1
10880,6,5,8,-1
10881,4,13,13,-1
10882,0,2,10,7
10883,1,1,0,-1
10884,9,14,12,-1
10885,13,4,4,-1
10886,5,7,5,-1
10887,14,14,7,-1
10888,4,11,1,-1
10889,2,8,9,7
10890,12,12,14,-1
10891,13,8,10,-1
10892,10,9,7,-1
10893,7,0,8,-1
10894,6,0,11,-1
10895,12,12,3,-1
10896,14,6,13,6
10897,8,12,9,-1
10898,7,4,11,-1
10899,5,14,8,-1
10900,2,12,12,-1
10901,9,1,10,-1
10902,3,12,13,-1
10903,10,3,11,9
10904,2,0,9,-1
10905,4,7,9,-1
10906,4,9,1,-1
10907,6,3,12,-1
10908,7,0,8,-1
10909,2,6,5,-1
10910,1,5,10,7
10911,4,1,5,-1
10912,6,4,2,-1
10913,5,7,7,-1
10914,4,7,6,-1
10915,5,5,14,-1
10916,2,2,8,-1
10917,4,6,13,7
10918,14,5,6,-1
10919,1,1,14,-1
10920,11,2,5,-1
10921,10,0,12,-1
10922,11,2,6,-1
10923,9,3,12,-1
10924,8,13,14,9
10925,1,3,0,-1
10926,9,10,9,-1
10927,0,1,11,-1
10928,1,1,9,-1
10929,0,6,4,-1
10930,0,5,0,-1
10931,10,0,4,6
10932,14,12,10,-1
10933,4,8,3,-1
10934,8,3,6,-1
10935,14,14,5,-1
10936,4,4,6,-1
10937,4,7,8,-1
10938,5,3,0,8
10939,8,13,5,-1
10940,8,6,4,-1
10941,1,2,3,-1
10942,2,3,8,-1
10943,4,14,3,-1
10944,10,3,3,-1
10945,14,5,14,6
10946,2,1,4,-1
10947,0,11,5,-1
10948,12,10,9,-1
10949,9,5,2,-1
10950,13,13,7,-1
10951,5,10,0,-1
10952,5,9,4,6
10953,14,1,9,-1
10954,6,3,4,-1
10955,11,6,0,-1
10956,0,8,8,-1
10957,10,2,8,-1
10958,5,8,5,-1
10959,5,1,10,7
10960,10,6,13,-1
10961,11,8,13,-1
10962,12,10,1,-1
10963,4,12,5,-1
10964,11,11,1,-1
10965,7,4,1,-1
10966,0,8,10,6
10967,3,13,12,-1
10968,6,11,0,-1
10969,12,1,6,-1
10970,1,2,1,-1
10971,10,7,8,-1
10972,4,10,11,-1
10973,5,13,14,7
10974,8,10,12,-1
10975,3,14,14,-1
10976,1,10,0,-1
10977,2,2,11,-1
10978,9,13,12,-1
10979,3,0,12,-1
10980,5,2,9,9
10981,13,14,4,-1
10982,4,13,7,-1
10983,6,0,5,-1
10984,14,2,1,-1
10985,4,14,11,-1
10986,0,10,12,-1
10987,6,7,11,7
10988,5,14,13,-1
10989,2,7,9,-1
10990,8,13,2,-1
10991,2,13,2,-1
10992,8,11,8,-1
10993,7,2,11,-1
10994,11,4,9,9
10995,8,8,8,-1
10996,13,14,11,-1
10997,14,13,14,-1
10998,7,10,9,-1
10999,13,12,0,-1
11000,14,6,0,-1
11001,4,6,0,6
11002,3,12,14,-1
11003,1,7,4,-1
11004,3,4,6,-1
11005,6,13,12,-1
11006,13,6,5,-1
11007,6,8,9,-1
11008,9,2,13,6
11009,9,3,0,-1
11010,5,13,1,-1
11011,11,0,2,-1
11012,0,3,3,-1
11013,8,1,14,-1
11014,1,10,0,-1
11015,3,12,12,8
11016,5,14,12,-1
11017,2,9,5,-1
11018,12,5,1,-1
11019,0,0,2,-1
11020,10,5,10,-1
11021,7,13,14,-1
11022,7,0,0,6
11023,10,13,11,-1
11024,9,12,0,-1
11025,2,8,8,-1
11026,1,11,13,-1
11027,6,8,14,-1
11028,0,8,8,-1
11029,5,14,1,9
11030,14,4,9,-1
11031,14,5,3,-1
11032,0,4,14,-1
11033,3,14,11,-1
11034,13,8,3,-1
11035,10,6,7,-1
11036,12,13,10,9
11037,4,5,6,-1
11038,14,10,8,-1
11039,5,11,3,-1
11040,2,3,13,-1
11041,3,3,2,-1
11042,14,1,9,-1
11043,14,6,7,7
11044,6,8,2,-1
11045,7,13,5,-1
11046,7,8,9,-1
11047,0,4,1,-1
11048,3,0,7,-1
11049,7,13,13,-1
11050,11,10,10,6
11051,8,6,8,-1
11052,3,9,12,-1
11053,0,0,1,-1
11054,5,0,1,-1
11055,4,10,7,-1
11056,13,1,11,-1
11057,1,0,5,8
11058,8,9,7,-1
11059,3,3,0,-1
11060,1,1,3,-1
11061,6,5,14,-1
11062,4,0,11,-1
11063,1,12,5,-1
11064,12,11,8,8
11065,8,8,7,-1
11066,1,1,13,-1
11067,9,0,14,-1
11068,1,13,5,-1
11069,7,2,8,-1
11070,5,8,0,-1
11071,13,9,8,7
11072,6,4,2,-1
11073,12,8,10,-1
11074,3,10,10,-1
11075,4,6,1,-1
11076,12,1,11,-1
11077,12,6,7,-1
11078,11,8,3,9
11079,8,7,6,-1
11080,9,2,1,-1
11081,13,1,2,-1
11082,4,10,12,-1
11083,13,5,11,-1
11084,3,3,1,-1
11085,5,1,8,7
11086,0,5,8,-1
11087,2,6,11,-1
11088,2,2,8,-1
11089,14,0,14,-1
11090,3,9,3,-1
11091,10,0,8,-1
11092,2,7,1,8
11093,10,1,8,-1
11094,8,0,3,-1
11095,9,10,7,-1
11096,0,3,10,-1
11097,2,13,0,-1
11098,14,14,5,-1
11099,2,8,8,6
11100,5,1,5,-1
11101,1,13,14,-1
11102,4,12,1,-1
11103,10,11,0,-1
11104,11,0,12,-1
11105,2,5,0,-1
11106,8,6,7,9
11107,7,11,3,-1
11108,12,8,12,-1
11109,12,3,13,-1
11110,9,10,14,-1
11111,11,6,8,-1
11112,12,6,8,-1
11113,9,5,12,7
11114,11,7,2,-1
11115,6,13,2,-1
11116,12,5,2,-1
11117,14,12,1,-1
11118,13,2,8,-1
11119,10,6,12,-1
11120,1,13,8,8
11121,9,7,10,-1
11122,3,10,10,-1
11123,6,10,11,-1
11124,4,14,13,-1
11125,5,5,14,-1
11126,14,10,11,-1
11127,3,14,2,6
11128,7,6,4,-1
11129,8,9,6,-1
11130,2,1,10,-1
11131,11,13,8,-1
11132,1,0,12,-1
11133,5,12,11,-1
11134,12,14,2,7
11135,13,0,9,-1
11136,13,5,5,-1
11137,10,10,9,-1
11138,6,13,9,-1
11139,0,6,1,-1
11140,14,3,1,-1
11141,9,11,12,6
11142,13,13,14,-1
11143,13,3,13,-1
11144,5,6,10,-1
11145,2,13,10,-1
11146,14,3,12,-1
11147,9,3,10,-1
11148,1,3,5,6
11149,14,6,0,-1
11150,14,14,12,-1
11151,9,12,2,-1
11152,12,2,11,-1
11153,8,13,12,-1
11154,7,9,0,-1
11155,7,8,10,9
11156,5,4,2,-1
11157,8,3,9,-1
11158,10,12,4,-1
11159,3,5,0,-1
11160,6,11,2,-1
11161,7,5,3,-1
11162,4,6,11,8
11163,0,4,7,-1
11164,9,12,12,-1
11165,0,3,2,-1
11166,5,2,11,-1
11167,14,3,11,-1
11168,10,12,4,-1
11169,12,4,7,8
11170,7,9,12,-1
11171,11,1,7,-1
11172,0,11,9,-1
11173,12,12,0,-1
11174,4,0,8,-1
11175,7,10,10,-1
11176,5,2,13,8
11177,6,8,7,-1
11178,4,13,12,-1
11179,2,4,5,-1
11180,12,12,2,-1
11181,3,2,13,-1
11182,5,0,5,-1
11183,3,12,8,6
11184,5,9,6,-1
11185,12,8,13,-1
11186,7,11,7,-1
11187,13,14,9,-1
11188,10,12,6,-1
11189,5,2,7,-1
11190,8,12,13,9
11191,9,13,13,-1
11192,14,1,2,-1
11193,8,8,10,-1
11194,9,10,9,-1
11195,6,14,6,-1
11196,14,13,8,-1
11197,1,14,5,8
11198,10,9,3,-1
11199,13,10,9,-1
11200,9,4,6,-1
11201,5,7,8,-1
11202,0,11,13,-1
11203,2,6,8,-1
11204,13,4,8,8
11205,1,5,12,-1
11206,8,8,4,-1
11207,10,0,13,-1
11208,9,3,6,-1
11209,7,4,7,-1
11210,11,1,2,-1
11211,1,9,14,7
11212,3,0,9,-1
11213,4,5,13,-1
11214,11,13,3,-1
11215,8,11,12,-1
11216,10,7,12,-1
11217,0,7,10,-1
11218,12,9,4,8
11219,1,10,14,-1
11220,2,11,11,-1
11221,8,13,1,-1
11222,14,0,6,-1
11223,5,7,3,-1
11224,6,3,0,-1
11225,3,3,8,6
11226,13,4,5,-1
11227,9,6,12,-1
11228,0,11,11,-1
11229,2,0,4,-1
11230,6,1,14,-1
11231,5,11,11,-1
11232,1,12,5,7
11233,7,11,4,-1
11234,12,7,5,-1
11235,14,7,9,-1
11236,9,1,2,-1
11237,7,9,14,-1
11238,3,0,6,-1
11239,9,8,9,7
11240,0,1,11,-1
11241,5,13,9,-1
11242,2,6,2,-1
11243,7,10,3,-1
11244,1,2,6,-1
11245,3,11,14,-1
11246,8,1,3,9
11247,0,9,1,-1
11248,10,11,4,-1
11249,7,10,8,-1
11250,2,4,10,-1
11251,1,2,11,-1
11252,0,2,10,-1
11253,4,3,6,6
11254,14,7,1,-1
11255,9,2,9,-1
11256,1,3,12,-1
11257,14,5,3,-1
11258,9,10,6,-1
11259,0,5,12,-1
11260,8,0,8,8
11261,5,3,14,-1
11262,14,8,4,-1
11263,0,3,3,-1
11264,2,5,6,-1
11265,7,5,8,-1
11266,2,5,10,-1
11267,10,3,8,8
11268,0,3,6,-1
11269,14,6,8,-1
11270,1,4,2,-1
11271,0,2,2,-1
11272,10,14,6,-1
11273,12,0,4,-1
11274,1,10,13,6
11275,14,2,4,-1
11276,14,12,12,-1
11277,13,11,14,-1
11278,3,1,11,-1
11279,5,10,13,-1
11280,7,1,2,-1
11281,3,10,12,9
11282,5,12,10,-1
11283,6,3,10,-1
11284,8,0,9,-1
11285,3,12,7,-1
11286,12,0,6,-1
11287,9,1,6,-1
11288,10,7,4,6
11289,0,14,5,-1
11290,3,7,12,-1
11291,11,3,7,-1
11292,4,6,0,-1
11293,5,1,14,-1
11294,11,11,4,-1
11295,12,6,8,8
11296,9,12,10,-1
11297,3,4,1,-1
11298,14,11,9,-1
11299,6,14,12,-1
11300,8,11,5,-1
11301,4,5,6,-1
11302,4,10,9,8
11303,13,7,8,-1
11304,9,7,0,-1
11305,3,5,12,-1
11306,4,1,4,-1
11307,13,4,1,-1
11308,3,6,6,-1
11309,4,3,14,6
11310,9,8,0,-1
11311,9,3,6,-1
11312,9,8,10,-1
11313,7,2,3,-1
11314,12,5,10,-1
11315,2,13,8,-1
11316,9,4,9,6
11317,8,12,11,-1
11318,8,11,13,-1
11319,5,11,8,-1
11320,4,8,9,-1
11321,2,12,14,-1
11322,10,5,3,-1
11323,4,1,8,6
11324,8,0,12,-1
11325,12,6,4,-1
11326,1,6,4,-1
11327,11,12,6,-1
11328,9,5,3,-1
11329,12,3,10,-1
11330,13,14,6,7
11331,7,4,6,-1
11332,12,11,14,-1
11333,11,11,1,-1
11334,3,0,6,-1
11335,2,1,9,-1
11336,5,9,3,-1
11337,2,2,2,9
11338,11,7,2,-1
11339,9,3,2,-1
11340,0,4,10,-1
11341,1,3,4,-1
11342,9,7,2,-1
11343,6,9,13,-1
11344,12,0,13,8
11345,12,8,6,-1
11346,3,11,2,-1
11347,14,6,13,-1
11348,7,8,2,-1
11349,6,10,8,-1
